item_id,site_id,domain_id,picture_id,correct_background?
MLB2696697455,MLB,MLB-FOOTBALL_SHIRTS,767325-MLB49770724220_042022,0
MLB2670576070,MLB,MLB-FOOTBALL_SHIRTS,649868-MLB50224706528_062022,?
MLB2222770757,MLB,MLB-FOOTBALL_SHIRTS,691808-MLB49568196211_042022,?
MLM1420221631,MLM,MLM-FOOTBALL_SHIRTS,788213-MLM26011341019_092017,?
MLM1396431183,MLM,MLM-FOOTBALL_SHIRTS,603336-MLM49453015930_032022,1
MLA1138431540,MLA,MLA-FOOTBALL_SHIRTS,967730-MLA49226347672_022022,0
MLB2170186167,MLB,MLB-SKIRTS,768130-MLB49052829337_022022,0
MLB2131275396,MLB,MLB-FOOTBALL_SHIRTS,930739-MLB48741457986_012022,?
MLA1138298345,MLA,MLA-SKIRTS,964815-MLA50031819418_052022,0
MLA1139082661,MLA,MLA-FOOTBALL_SHIRTS,680004-MLA50100285124_052022,0
MLB2682512653,MLB,MLB-FOOTBALL_SHIRTS,908154-MLB50344634567_062022,0
MLM1435935034,MLM,MLM-FLATS,664930-MLM50248392910_062022,1
MLM1419419202,MLM,MLM-SKIRTS,728840-CBT49920220117_052022,1
MLB2707470526,MLB,MLB-FOOTBALL_SHIRTS,752959-MLB47033564072_082021,0
MLB2143628986,MLB,MLB-FOOTBALL_SHIRTS,838369-MLB41788716631_052020,0
MLM1425035197,MLM,MLM-FLATS,753090-MLM50014731156_052022,1
MLA1140793614,MLA,MLA-FOOTBALL_SHIRTS,802339-MLA50193321020_062022,0
MLM1424135911,MLM,MLM-FLATS,946438-MLM49997184415_052022,1
MLB2609056137,MLB,MLB-FOOTBALL_SHIRTS,831736-MLB49621886231_042022,0
MLB2705575582,MLB,MLB-SKIRTS,628532-CBT50593512665_072022,1
MLA1137625933,MLA,MLA-SKIRTS,649723-MLA49496906890_032022,0
MLA1120473888,MLA,MLA-SKIRTS,906917-MLA48918994945_012022,?
MLB2656219584,MLB,MLB-FOOTBALL_SHIRTS,669388-MLB50089498269_052022,0
MLB2157263815,MLB,MLB-FLATS,709976-MLB48951335258_012022,1
MLA1138239729,MLA,MLA-FOOTBALL_SHIRTS,660193-MLA50023953432_052022,0
MLA1130167164,MLA,MLA-SKIRTS,802249-MLA49536391476_032022,0
MLB2609537353,MLB,MLB-FOOTBALL_SHIRTS,719547-MLB49628992790_042022,0
MLA1142221889,MLA,MLA-FOOTBALL_SHIRTS,936132-MLA50283443719_062022,0
MLA1141457561,MLA,MLA-FOOTBALL_SHIRTS,659743-MLA26983912608_032018,0
MLB2224111840,MLB,MLB-FOOTBALL_SHIRTS,999509-MLB49537760922_032022,?
MLA1143506447,MLA,MLA-FLATS,821214-MLA49612064659_042022,0
MLB2683033999,MLB,MLB-FLATS,755941-CBT50353018924_062022,?
MLB2711955111,MLB,MLB-FOOTBALL_SHIRTS,944917-MLB50654949630_072022,0
MLM1420848844,MLM,MLM-FOOTBALL_SHIRTS,755041-MLM49937267917_052022,0
MLM1423571280,MLM,MLM-FOOTBALL_SHIRTS,983887-MLM49985922329_052022,1
MLA1145669836,MLA,MLA-FOOTBALL_SHIRTS,783308-MLA50609340119_072022,0
MLB2635256702,MLB,MLB-FOOTBALL_SHIRTS,937304-MLB49888117181_052022,0
MLM1403167888,MLM,MLM-SKIRTS,879387-MLM49614568603_042022,0
MLA1145371512,MLA,MLA-FLATS,783225-MLA50586231621_072022,0
MLM1445112219,MLM,MLM-FOOTBALL_SHIRTS,979453-MLM49941731544_052022,1
MLB2646540747,MLB,MLB-FOOTBALL_SHIRTS,987832-MLB49994108637_052022,0
MLB2167732594,MLB,MLB-FOOTBALL_SHIRTS,946861-MLB49036451635_022022,0
MLM1425033244,MLM,MLM-FLATS,690524-MLM50014206692_052022,1
MLB2669987732,MLB,MLB-FOOTBALL_SHIRTS,756093-MLB50221199080_062022,0
MLA1144217083,MLA,MLA-SKIRTS,650687-MLA50460988743_062022,0
MLM1382708331,MLM,MLM-FOOTBALL_SHIRTS,754295-MLM49187201366_022022,0
MLM1430714271,MLM,MLM-SKIRTS,680702-CBT50156717689_062022,1
MLB2624067430,MLB,MLB-SKIRTS,917693-MLB49775526603_042022,0
MLA1138165134,MLA,MLA-FOOTBALL_SHIRTS,657303-MLA50017405708_052022,0
MLB2640712774,MLB,MLB-FOOTBALL_SHIRTS,840785-MLB49937782210_052022,0
MLA1141968605,MLA,MLA-FOOTBALL_SHIRTS,693454-MLA48940080828_012022,0
MLB2214996113,MLB,MLB-FOOTBALL_SHIRTS,712900-MLB49409522748_032022,0
MLM1413641072,MLM,MLM-SKIRTS,848685-MLM49798928611_042022,0
MLB2683361189,MLB,MLB-SKIRTS,802210-CBT50353974116_062022,1
MLB2675801872,MLB,MLB-FOOTBALL_SHIRTS,607446-MLB50277392944_062022,0
MLB2628881419,MLB,MLB-FOOTBALL_SHIRTS,616007-MLB49824242042_052022,0
MLB2630840482,MLB,MLB-FOOTBALL_SHIRTS,736137-MLB49842031987_052022,1
MLA1144293374,MLA,MLA-FOOTBALL_SHIRTS,711125-MLA44188622111_112020,0
MLM1423449022,MLM,MLM-FLATS,998843-MLM49983681427_052022,1
MLB2217075808,MLB,MLB-SKIRTS,667632-MLB49461243569_032022,1
MLM1424230094,MLM,MLM-SKIRTS,853684-MLM50001042942_052022,0
MLB2651774610,MLB,MLB-FOOTBALL_SHIRTS,786985-MLB50039865785_052022,?
MLM1404308358,MLM,MLM-FOOTBALL_SHIRTS,795707-MLM49637325306_042022,0
MLA1140908055,MLA,MLA-FOOTBALL_SHIRTS,607378-MLA50201223937_062022,0
MLB2655311821,MLB,MLB-FOOTBALL_SHIRTS,982592-MLB50076871225_052022,0
MLB2665953436,MLB,MLB-FOOTBALL_SHIRTS,721057-MLB50184132160_062022,1
MLB2625509690,MLB,MLB-FOOTBALL_SHIRTS,940766-MLB46292132617_062021,0
MLM1422315902,MLM,MLM-SKIRTS,916125-CBT49968059217_052022,1
MLB2172336772,MLB,MLB-FOOTBALL_SHIRTS,712631-MLB49067586928_022022,0
MLM1387535328,MLM,MLM-FLATS,958190-MLM49283929352_032022,0
MLM1415386026,MLM,MLM-FOOTBALL_SHIRTS,877248-MLM49833722448_052022,0
MLM1407086466,MLM,MLM-FLATS,929019-MLM49685826664_042022,?
MLB2691612153,MLB,MLB-SKIRTS,838616-CBT50411862807_062022,1
MLM1403519370,MLM,MLM-FOOTBALL_SHIRTS,879350-MLM49621249762_042022,0
MLM1453119096,MLM,MLM-SKIRTS,980567-CBT50593518362_072022,1
MLM1425540730,MLM,MLM-FOOTBALL_SHIRTS,626967-MLM50023053871_052022,0
MLA1138249189,MLA,MLA-FOOTBALL_SHIRTS,621491-MLA48232070426_112021,1
MLA1138629482,MLA,MLA-FOOTBALL_SHIRTS,948606-MLA45195503004_032021,0
MLM1394312563,MLM,MLM-FLATS,610981-MLM49414471649_032022,?
MLM1423042965,MLM,MLM-FLATS,870445-MLM49074360890_022022,0
MLB2198819404,MLB,MLB-FOOTBALL_SHIRTS,742618-MLB49305312649_032022,1
MLM1436016637,MLM,MLM-FOOTBALL_SHIRTS,731460-MLM50250697372_062022,0
MLB2609129849,MLB,MLB-FOOTBALL_SHIRTS,629139-MLB49622463078_042022,?
MLA1139485102,MLA,MLA-FOOTBALL_SHIRTS,814323-MLA50131283974_052022,0
MLA1132101048,MLA,MLA-FOOTBALL_SHIRTS,605040-MLA49658802578_042022,0
MLA1131648100,MLA,MLA-FOOTBALL_SHIRTS,23227-MLA20245823467_022015,0
MLB2192181735,MLB,MLB-FLATS,954309-MLB49241295563_032022,0
MLB2667457716,MLB,MLB-FOOTBALL_SHIRTS,806782-MLB50199652560_062022,?
MLM1381148776,MLM,MLM-FLATS,960912-MLM49156135252_022022,1
MLB2165890607,MLB,MLB-FOOTBALL_SHIRTS,856444-MLB49018674812_022022,0
MLA1146295916,MLA,MLA-SKIRTS,956738-MLA50665157540_072022,0
MLM1385673180,MLM,MLM-FOOTBALL_SHIRTS,970190-MLM49244856759_032022,0
MLM1422102063,MLM,MLM-FOOTBALL_SHIRTS,876381-MLM49960822140_052022,0
MLB2688819384,MLB,MLB-FOOTBALL_SHIRTS,910950-MLB50415562439_062022,0
MLB2197019831,MLB,MLB-SKIRTS,774863-MLB49288374450_032022,0
MLA1132796007,MLA,MLA-FLATS,971022-MLA49706963182_042022,1
MLB2646268650,MLB,MLB-FOOTBALL_SHIRTS,900441-MLB44839369213_022021,0
MLB2672119306,MLB,MLB-FOOTBALL_SHIRTS,804070-MLB50240432083_062022,0
MLB2644426277,MLB,MLB-FOOTBALL_SHIRTS,613131-MLB49973645551_052022,0
MLB2665122690,MLB,MLB-FOOTBALL_SHIRTS,751958-MLB50177873251_062022,0
MLB2222244976,MLB,MLB-SKIRTS,705052-MLB49520164383_032022,0
MLB2196836770,MLB,MLB-FOOTBALL_SHIRTS,679701-MLB49285387709_032022,?
MLM1439595763,MLM,MLM-FOOTBALL_SHIRTS,939084-MLM50310755956_062022,0
MLM1456082936,MLM,MLM-FOOTBALL_SHIRTS,815849-MLM50576142544_072022,1
MLM1404209257,MLM,MLM-FOOTBALL_SHIRTS,910101-MLM49635162213_042022,0
MLB2186942813,MLB,MLB-FOOTBALL_SHIRTS,910675-MLB49192545672_022022,0
MLM1425039154,MLM,MLM-FLATS,680853-MLM50014173158_052022,0
MLB2625102789,MLB,MLB-FLATS,670697-MLB49785343255_042022,1
MLM1389536132,MLM,MLM-FOOTBALL_SHIRTS,629303-MLM49318157560_032022,1
MLM1425020043,MLM,MLM-FLATS,943819-MLM50014206654_052022,1
MLA1143408117,MLA,MLA-SKIRTS,991462-MLA50404775175_062022,1
MLA1127406958,MLA,MLA-FOOTBALL_SHIRTS,731792-MLA48146133157_112021,0
MLB2648262825,MLB,MLB-FOOTBALL_SHIRTS,712331-MLB50008887039_052022,0
MLB2662141509,MLB,MLB-FOOTBALL_SHIRTS,794757-MLB50150206576_052022,0
MLM1403533101,MLM,MLM-SKIRTS,650591-MLM49621568809_042022,1
MLB2678766504,MLB,MLB-FOOTBALL_SHIRTS,875606-MLB48393793929_112021,?
MLA1139423322,MLA,MLA-FOOTBALL_SHIRTS,961280-MLA50127558665_052022,0
MLB2622220227,MLB,MLB-FOOTBALL_SHIRTS,851211-MLB49758374994_042022,?
MLB2223658702,MLB,MLB-FOOTBALL_SHIRTS,839564-MLB49601691440_042022,0
MLB2708971491,MLB,MLB-FOOTBALL_SHIRTS,719637-MLB50622647158_072022,0
MLB2702528961,MLB,MLB-FOOTBALL_SHIRTS,967503-MLB50555440975_072022,?
MLA1145109388,MLA,MLA-FOOTBALL_SHIRTS,642766-MLA44897613869_022021,0
MLM1364679556,MLM,MLM-FOOTBALL_SHIRTS,664013-MLM48812123985_012022,1
MLM1438267134,MLM,MLM-FOOTBALL_SHIRTS,861732-MLM49081105482_022022,0
MLM1373751360,MLM,MLM-FLATS,919347-MLM49017824225_022022,1
MLA1139290971,MLA,MLA-FOOTBALL_SHIRTS,809868-MLA50113829963_052022,0
MLM1451189871,MLM,MLM-FOOTBALL_SHIRTS,675106-MLM48613381999_122021,0
MLB2680941845,MLB,MLB-FOOTBALL_SHIRTS,749428-MLB50329866488_062022,0
MLM1414443643,MLM,MLM-FOOTBALL_SHIRTS,797605-MLM49812563506_042022,0
MLM1447536171,MLM,MLM-SKIRTS,652840-CBT50478417592_062022,1
MLB2690922799,MLB,MLB-FOOTBALL_SHIRTS,682699-MLB50437177947_062022,0
MLB2211704155,MLB,MLB-FLATS,995173-MLB49413962143_032022,?
MLM1381247476,MLM,MLM-FOOTBALL_SHIRTS,771407-MLM49159286147_022022,0
MLM1455974795,MLM,MLM-FOOTBALL_SHIRTS,813088-MLM50663149876_072022,0
MLA1124060566,MLA,MLA-FOOTBALL_SHIRTS,722538-MLA49145453034_022022,1
MLM1442438738,MLM,MLM-FOOTBALL_SHIRTS,813219-MLM50365386925_062022,1
MLB2610496935,MLB,MLB-FOOTBALL_SHIRTS,929875-MLB49637553070_042022,0
MLB2638650276,MLB,MLB-SKIRTS,705499-MLB49920227834_052022,1
MLM1455840383,MLM,MLM-SKIRTS,839972-CBT50399283752_062022,1
MLM1424285559,MLM,MLM-FOOTBALL_SHIRTS,997817-MLM50001119515_052022,?
MLB2693152956,MLB,MLB-FOOTBALL_SHIRTS,764373-MLB49210986184_022022,0
MLB2634446432,MLB,MLB-FLATS,939126-MLB49878729750_052022,?
MLB2704848939,MLB,MLB-FOOTBALL_SHIRTS,887241-MLB50586007278_072022,1
MLM1402094371,MLM,MLM-SKIRTS,673133-CBT49595181617_042022,1
MLA1125427206,MLA,MLA-SKIRTS,683089-MLA48506500218_122021,0
MLA1124198674,MLA,MLA-SKIRTS,822464-MLA49154514625_022022,?
MLB2181455589,MLB,MLB-SKIRTS,848614-MLB48485864139_122021,0
MLB2200017937,MLB,MLB-FOOTBALL_SHIRTS,828473-MLB49537105874_032022,0
MLM1428437893,MLM,MLM-FOOTBALL_SHIRTS,626023-MLM50099205390_052022,0
MLB2659248180,MLB,MLB-FOOTBALL_SHIRTS,634891-MLB50119394659_052022,?
MLB2164069803,MLB,MLB-FOOTBALL_SHIRTS,869377-MLB49004759279_022022,0
MLB2631578339,MLB,MLB-FOOTBALL_SHIRTS,680463-MLB49850716382_052022,0
MLB2662206841,MLB,MLB-FOOTBALL_SHIRTS,772274-MLB50150963841_052022,0
MLM1446437888,MLM,MLM-FOOTBALL_SHIRTS,846338-MLM50455014529_062022,?
MLM1440205866,MLM,MLM-SKIRTS,722226-CBT50329731373_062022,1
MLB2697809671,MLB,MLB-FOOTBALL_SHIRTS,990212-MLB50510802057_062022,?
MLM1432397042,MLM,MLM-SKIRTS,788937-MLM50188232499_062022,0
MLB2648233099,MLB,MLB-FLATS,724919-MLB50008358495_052022,1
MLA1140651208,MLA,MLA-FOOTBALL_SHIRTS,988346-MLA50181620082_062022,?
MLB2197195162,MLB,MLB-FLATS,898865-CBT49290520342_032022,?
MLA1135379299,MLA,MLA-FOOTBALL_SHIRTS,955536-MLA49844880137_052022,0
MLA1139080501,MLA,MLA-SKIRTS,822691-MLA50098023788_052022,0
MLA1144319345,MLA,MLA-SKIRTS,665155-MLA50472808292_062022,0
MLB2195974426,MLB,MLB-FLATS,780666-MLB49276876570_032022,?
MLB2218833799,MLB,MLB-SKIRTS,657126-MLB49480242195_032022,1
MLA1139370315,MLA,MLA-FOOTBALL_SHIRTS,829241-MLA50123004474_052022,0
MLA1138852291,MLA,MLA-FOOTBALL_SHIRTS,746300-MLA50079477513_052022,?
MLB2708806334,MLB,MLB-FOOTBALL_SHIRTS,944110-MLB50621118670_072022,0
MLM1379507283,MLM,MLM-FOOTBALL_SHIRTS,747996-MLM49120587296_022022,1
MLB2207436263,MLB,MLB-FOOTBALL_SHIRTS,682145-MLB49378361713_032022,0
MLM1397671461,MLM,MLM-FOOTBALL_SHIRTS,859126-MLM48483953547_122021,0
MLM1392108030,MLM,MLM-FLATS,886025-MLM49369141223_032022,?
MLB2147031175,MLB,MLB-FOOTBALL_SHIRTS,954667-MLB48869732136_012022,0
MLM1416709654,MLM,MLM-FOOTBALL_SHIRTS,935574-MLM49860356210_052022,0
MLM1421957529,MLM,MLM-FOOTBALL_SHIRTS,832935-MLM49877499940_052022,0
MLB2681291894,MLB,MLB-FOOTBALL_SHIRTS,684223-MLB50614884864_072022,0
MLA1140084024,MLA,MLA-FOOTBALL_SHIRTS,980301-MLA50226687497_062022,0
MLB2666915296,MLB,MLB-FOOTBALL_SHIRTS,773907-MLB50193215995_062022,1
MLA1145372982,MLA,MLA-FOOTBALL_SHIRTS,609904-MLA50581591549_072022,0
MLA1128247275,MLA,MLA-FOOTBALL_SHIRTS,987031-MLA49400490495_032022,0
MLB2690190016,MLB,MLB-SKIRTS,866790-CBT50430764299_062022,1
MLM1425066998,MLM,MLM-FLATS,834988-MLM50014368135_052022,1
MLA1143980670,MLA,MLA-FOOTBALL_SHIRTS,831372-MLA50438857399_062022,0
MLB2630943264,MLB,MLB-SKIRTS,652320-MLB49842788579_052022,1
MLB2661422451,MLB,MLB-SKIRTS,780885-CBT50156703745_062022,1
MLA1144332211,MLA,MLA-FOOTBALL_SHIRTS,952348-MLA49159292578_022022,0
MLM1419344617,MLM,MLM-FOOTBALL_SHIRTS,774340-MLM49911781743_052022,0
MLA1143384268,MLA,MLA-FOOTBALL_SHIRTS,750156-MLA48601689069_122021,0
MLB2688931287,MLB,MLB-FOOTBALL_SHIRTS,831226-MLB50417106351_062022,0
MLA1143053678,MLA,MLA-FOOTBALL_SHIRTS,754383-MLA50343322407_062022,0
MLB2616836535,MLB,MLB-SKIRTS,621912-MLB49703137037_042022,1
MLB2704664875,MLB,MLB-SKIRTS,960275-MLB50584201240_072022,1
MLM1391422790,MLM,MLM-FLATS,898397-MLM49353745600_032022,?
MLB2213638376,MLB,MLB-FOOTBALL_SHIRTS,664569-MLA49431613344_032022,0
MLB2705699114,MLB,MLB-SKIRTS,937960-CBT50593515381_072022,1
MLM1451906293,MLM,MLM-FOOTBALL_SHIRTS,617936-MLM50576714796_072022,0
MLM1403905759,MLM,MLM-FOOTBALL_SHIRTS,712373-MLM49630044150_042022,0
MLA1146090698,MLA,MLA-FOOTBALL_SHIRTS,726351-MLA50630277696_072022,0
MLB2204075864,MLB,MLB-FOOTBALL_SHIRTS,699513-MLB49350566583_032022,0
MLM1444870502,MLM,MLM-FOOTBALL_SHIRTS,894694-MLM50425464919_062022,0
MLB2602502037,MLB,MLB-FLATS,812254-MLB49554542897_042022,1
MLM1373390997,MLM,MLM-FLATS,841033-MLM49144369766_022022,1
MLB2670735282,MLB,MLB-FOOTBALL_SHIRTS,604906-MLB50226798976_062022,0
MLA1145316635,MLA,MLA-FOOTBALL_SHIRTS,674793-MLA49546645616_042022,?
MLA1144752958,MLA,MLA-FOOTBALL_SHIRTS,705411-MLA50509762110_062022,0
MLM1415064188,MLM,MLM-FOOTBALL_SHIRTS,773895-MLM49828238134_052022,?
MLB2143890052,MLB,MLB-FOOTBALL_SHIRTS,602015-MLB48844267238_012022,0
MLB2676382484,MLB,MLB-FOOTBALL_SHIRTS,844080-MLB50283785924_062022,0
MLB2703777198,MLB,MLB-FOOTBALL_SHIRTS,960167-MLB49961816747_052022,?
MLM1444871759,MLM,MLM-FOOTBALL_SHIRTS,909140-MLM50426041795_062022,1
MLB2673448313,MLB,MLB-SKIRTS,873368-MLB50254669004_062022,0
MLM1407098525,MLM,MLM-FOOTBALL_SHIRTS,897694-MLM49688724106_042022,?
MLM1454919287,MLM,MLM-FOOTBALL_SHIRTS,911865-MLM50630029714_072022,1
MLB2180990180,MLB,MLB-FOOTBALL_SHIRTS,610165-MLB49141394407_022022,0
MLB2220620414,MLB,MLB-FOOTBALL_SHIRTS,859324-MLB49500081297_032022,0
MLA1119619332,MLA,MLA-SKIRTS,958453-MLA48845197383_012022,?
MLB2659558837,MLB,MLB-FOOTBALL_SHIRTS,892482-MLB50333147770_062022,0
MLB2676377869,MLB,MLB-FOOTBALL_SHIRTS,753455-MLB50283133124_062022,0
MLB2158664450,MLB,MLB-FLATS,687449-MLB48232475352_112021,0
MLM1404691801,MLM,MLM-FOOTBALL_SHIRTS,827221-MLM49644366711_042022,0
MLB2669516557,MLB,MLB-FOOTBALL_SHIRTS,964189-MLB50217918084_062022,0
MLA1121317501,MLA,MLA-PANTS,817615-MLA48970352298_012022,0
MLM1430522076,MLM,MLM-T_SHIRTS,752821-MLM50151218101_052022,1
MLM1422218502,MLM,MLM-JACKETS_AND_COATS,734717-MLM49962973034_052022,1
MLA1124101436,MLA,MLA-SNEAKERS,893799-MLA47321472480_092021,?
MLM1450343571,MLM,MLM-SWEATSHIRTS_AND_HOODIES,963983-CBT50535191184_062022,1
MLB2688343399,MLB,MLB-T_SHIRTS,938385-MLB50411321667_062022,1
MLM1399203850,MLM,MLM-PANTS,630700-MLM49526768112_032022,0
MLM1451632601,MLM,MLM-SNEAKERS,831809-MLM49833019283_052022,1
MLA1138127145,MLA,MLA-T_SHIRTS,850817-MLA50013711989_052022,0
MLM1444938788,MLM,MLM-SNEAKERS,679964-MLM50427991934_062022,?
MLA1137120963,MLA,MLA-T_SHIRTS,666045-MLA49941304398_052022,1
MLA1132545976,MLA,MLA-T_SHIRTS,601717-MLA49693299340_042022,?
MLA1140883167,MLA,MLA-HEELS_AND_WEDGES,859884-MLA50201886323_062022,0
MLB2202472301,MLB,MLB-BLOUSES,765448-MLB49337202669_032022,1
MLB2694071971,MLB,MLB-T_SHIRTS,826350-MLB50473308726_062022,1
MLM1421568231,MLM,MLM-JACKETS_AND_COATS,677248-MLM49659331875_042022,1
MLM1442926743,MLM,MLM-SHIRTS,682391-MLM50376125658_062022,0
MLB2708213061,MLB,MLB-SNEAKERS,971103-MLB50615664675_072022,0
MLB2685279382,MLB,MLB-SHIRTS,641024-MLB50376806511_062022,0
MLA1145403642,MLA,MLA-JACKETS_AND_COATS,718725-MLA50586301452_072022,0
MLA1125054735,MLA,MLA-T_SHIRTS,842546-MLA49208650047_022022,?
MLM1378998432,MLM,MLM-JACKETS_AND_COATS,995905-MLM49113455444_022022,?
MLM1394052218,MLM,MLM-LOAFERS_AND_OXFORDS,913480-MLM49409153135_032022,?
MLM1395670188,MLM,MLM-SNEAKERS,974541-MLM49446309964_032022,1
MLM1438978244,MLM,MLM-T_SHIRTS,632530-MLM50298274706_062022,0
MLB2619965629,MLB,MLB-SWEATSHIRTS_AND_HOODIES,814527-CBT49734690304_042022,1
MLM1407894275,MLM,MLM-PANTS,619213-CBT49701191438_042022,1
MLA1125039774,MLA,MLA-T_SHIRTS,848265-MLA49212198622_022022,?
MLA1144482041,MLA,MLA-FOOTBALL_SHOES,619497-MLA44939059028_022021,0
MLA1144060850,MLA,MLA-PANTS,823111-MLA50443137524_062022,0
MLA1125416698,MLA,MLA-SNEAKERS,704569-MLA49239745506_032022,0
MLB2133285277,MLB,MLB-T_SHIRTS,986287-MLB46107462847_052021,1
MLM1454821878,MLM,MLM-JACKETS_AND_COATS,627727-MLM50627900160_072022,0
MLA1133115093,MLA,MLA-SWEATERS_AND_CARDIGANS,765270-MLA49664893101_042022,0
MLB2642806567,MLB,MLB-SNEAKERS,633003-MLB49955302244_052022,0
MLM1430570927,MLM,MLM-SNEAKERS,631698-CBT50152800645_052022,?
MLB2602084175,MLB,MLB-BLOUSES,813873-MLB49548041932_042022,0
MLA1139390884,MLA,MLA-JACKETS_AND_COATS,824329-MLA50582858546_072022,0
MLM1387630509,MLM,MLM-SHORTS,753378-MLM49288301419_032022,0
MLA1125065554,MLA,MLA-T_SHIRTS,733544-MLA49212088878_022022,?
MLA1142320865,MLA,MLA-BOOTS_AND_BOOTIES,679853-MLA50292532864_062022,0
MLB2623826189,MLB,MLB-JACKETS_AND_COATS,852198-MLB49773637145_042022,0
MLM1386990684,MLM,MLM-LOAFERS_AND_OXFORDS,739330-MLM49274495944_032022,?
MLA1123722670,MLA,MLA-SNEAKERS,654418-MLA49121421360_022022,0
MLM1381799927,MLM,MLM-SNEAKERS,984262-CBT49167589068_022022,1
MLM1441012418,MLM,MLM-JACKETS_AND_COATS,810456-MLM50336496756_062022,0
MLA1143201079,MLA,MLA-BOOTS_AND_BOOTIES,728031-MLA50365042181_062022,0
MLB2681829553,MLB,MLB-BOOTS_AND_BOOTIES,779128-CBT49781462440_042022,0
MLM1406053117,MLM,MLM-SNEAKERS,741342-MLM49667099827_042022,?
MLM1443123151,MLM,MLM-SNEAKERS,909289-MLM50378955611_062022,0
MLA1144158571,MLA,MLA-SWEATSHIRTS_AND_HOODIES,793101-MLA50450583200_062022,?
MLM1444854620,MLM,MLM-T_SHIRTS,908518-MLM50426651111_062022,1
MLA1126084942,MLA,MLA-T_SHIRTS,647469-MLA49281956543_032022,?
MLB2642514671,MLB,MLB-JACKETS_AND_COATS,989286-MLB49953178385_052022,0
MLA1139479751,MLA,MLA-LOAFERS_AND_OXFORDS,990600-MLA50131061467_052022,0
MLM1422347696,MLM,MLM-HEELS_AND_WEDGES,868810-MLM49968320026_052022,1
MLM1443285262,MLM,MLM-SWIMWEAR,613215-CBT50351105845_062022,1
MLB2214595938,MLB,MLB-PANTS,789001-MLB49440722398_032022,1
MLA1139171732,MLA,MLA-BOOTS_AND_BOOTIES,794410-MLA50102509120_052022,0
MLB2148542328,MLB,MLB-SWIMWEAR,825905-MLB48881264948_012022,0
MLM1409494041,MLM,MLM-LEGGINGS,699475-MLM49161305057_022022,0
MLA1138791565,MLA,MLA-SNEAKERS,781437-MLA50061395829_052022,0
MLA1146300881,MLA,MLA-T_SHIRTS,915717-MLA50671345343_072022,0
MLA1145365269,MLA,MLA-SNEAKERS,940502-MLA50584376869_072022,0
MLM1435519699,MLM,MLM-SNEAKERS,885601-MLM50238652568_062022,0
MLB2134730304,MLB,MLB-T_SHIRTS,810069-MLB48770624655_012022,1
MLA1126264970,MLA,MLA-BOOTS_AND_BOOTIES,622295-MLA49288605033_032022,0
MLB2690190180,MLB,MLB-T_SHIRTS,901339-CBT50431117632_062022,1
MLA1118070358,MLA,MLA-JACKETS_AND_COATS,712133-MLA48728920193_012022,0
MLB2675772533,MLB,MLB-JACKETS_AND_COATS,703642-MLB42233856599_062020,1
MLB2608884314,MLB,MLB-AUTOMOTIVE_SKIRTS,888322-MLB49619530376_042022,0
MLM1454858829,MLM,MLM-SNEAKERS,946212-MLM49843246565_052022,0
MLM1371374692,MLM,MLM-SNEAKERS,674269-CBT44603932335_012021,1
MLB2655326191,MLB,MLB-JACKETS_AND_COATS,660584-MLB50076950525_052022,1
MLA1142049858,MLA,MLA-JACKETS_AND_COATS,727674-MLA50273781417_062022,1
MLM1423094430,MLM,MLM-BOOTS_AND_BOOTIES,605672-CBT49981357724_052022,0
MLB2148146200,MLB,MLB-SHORTS,719621-MLB48875708687_012022,0
MLM1394407536,MLM,MLM-LOAFERS_AND_OXFORDS,772895-MLM49414536464_032022,?
MLA1140858113,MLA,MLA-SNEAKERS,704541-MLA50199160909_062022,0
MLB2663250501,MLB,MLB-JACKETS_AND_COATS,740241-MLB50045202178_052022,1
MLM1435018380,MLM,MLM-T_SHIRTS,764629-MLM50227863920_062022,0
MLA1136304779,MLA,MLA-SNEAKERS,975346-MLA49266927534_032022,1
MLB2710348340,MLB,MLB-JACKETS_AND_COATS,884815-CBT50603534692_072022,1
MLM1446543744,MLM,MLM-BOOTS_AND_BOOTIES,685532-CBT50443202626_062022,1
MLA1136341144,MLA,MLA-SHIRTS,995597-MLA49893719988_052022,0
MLB2668254537,MLB,MLB-SHIRTS,712398-MLB50206586585_062022,1
MLM1368744356,MLM,MLM-SNEAKERS,696303-MLM48908941966_012022,?
MLM1435531454,MLM,MLM-SHORTS,710628-MLM50238225505_062022,?
MLM1376296164,MLM,MLM-SNEAKERS,943194-MLM49062903514_022022,1
MLB2135730705,MLB,MLB-T_SHIRTS,759646-MLB48799424541_012022,1
MLB2622388567,MLB,MLB-SHIRTS,831677-CBT49766200620_042022,1
MLM1393239014,MLM,MLM-SNEAKERS,928341-MLM49391701847_032022,?
MLB2202671371,MLB,MLB-LEGGINGS,662675-MLB49339413102_032022,1
MLA1144399825,MLA,MLA-JACKETS_AND_COATS,694330-MLA47340883192_092021,0
MLM1443256703,MLM,MLM-T_SHIRTS,850416-CBT47334312334_092021,1
MLB2695117592,MLB,MLB-BLOUSES,943115-MLB50482471851_062022,1
MLA1142400779,MLA,MLA-SWEATSHIRTS_AND_HOODIES,859901-MLA50297604447_062022,0
MLA1140328782,MLA,MLA-T_SHIRTS,758123-MLA46772588106_072021,1
MLB2671782095,MLB,MLB-SHIRTS,709077-CBT50241636907_062022,1
