item_id,site_id,domain_id,picture_id,correct_background?
MLA1138866678,MLA,MLA-JACKETS_AND_COATS,992996-MLA50068842489_052022,0
MLA1140664501,MLA,MLA-SWEATSHIRTS_AND_HOODIES,661259-MLA50188440176_062022,0
MLA1143843142,MLA,MLA-PANTS,635431-MLA50431102293_062022,0
MLB2640030560,MLB,MLB-SWEATSHIRTS_AND_HOODIES,952154-CBT49933220509_052022,1
MLA1142291700,MLA,MLA-JACKETS_AND_COATS,692548-MLA49581218611_042022,0
MLB2690971435,MLB,MLB-T_SHIRTS,678161-MLB50437283505_062022,1
MLA1142964438,MLA,MLA-SHIRTS,990937-MLA50335713788_062022,0
MLB2642487967,MLB,MLB-T_SHIRTS,922796-MLB49952922133_052022,0
MLM1449289770,MLM,MLM-JACKETS_AND_COATS,719251-CBT50373331518_062022,1
MLM1441747642,MLM,MLM-SNEAKERS,814274-MLM50349534476_062022,?
MLA1138361950,MLA,MLA-JACKETS_AND_COATS,636725-MLA50035505778_052022,0
MLM1426459762,MLM,MLM-SNEAKERS,922587-MLM50037220453_052022,0
MLB2687956623,MLB,MLB-SNEAKERS,809952-MLB50408439525_062022,?
MLA1137465811,MLA,MLA-SNEAKERS,818172-MLA49964768701_052022,0
MLB2153624947,MLB,MLB-T_SHIRTS,967519-MLB48924831934_012022,1
MLB2198037073,MLB,MLB-SWEATERS_AND_CARDIGANS,716527-MLB47117567359_082021,0
MLB2680812191,MLB,MLB-JACKETS_AND_COATS,831029-CBT50330131231_062022,1
MLM1438849341,MLM,MLM-T_SHIRTS,791163-MLM50297716573_062022,1
MLA1142384171,MLA,MLA-JACKETS_AND_COATS,645286-MLA50292887715_062022,?
MLB2694277879,MLB,MLB-JACKETS_AND_COATS,718937-CBT50458832701_062022,1
MLA1121594142,MLA,MLA-T_SHIRTS,716858-MLA48997890258_022022,0
MLA1145558079,MLA,MLA-JACKETS_AND_COATS,979937-MLA50596225255_072022,0
MLA1143026080,MLA,MLA-PANTS,740657-MLA47527468015_092021,0
MLB2705985678,MLB,MLB-BOOTS_AND_BOOTIES,983832-MLB50594695107_072022,?
MLB2221896082,MLB,MLB-SHIRTS,799128-MLB49514876863_032022,?
MLM1405495792,MLM,MLM-LOAFERS_AND_OXFORDS,613657-MLM49656853956_042022,?
MLB2180831782,MLB,MLB-SWEATSHIRTS_AND_HOODIES,996353-MLB49694489867_042022,1
MLB2621402480,MLB,MLB-BLOUSES,702348-MLB49748590883_042022,0
MLB2137590686,MLB,MLB-T_SHIRTS,814083-MLB48795749321_012022,0
MLA1143326807,MLA,MLA-JACKETS_AND_COATS,717972-MLA49385025259_032022,0
MLM1445817614,MLM,MLM-BOOTS_AND_BOOTIES,678935-CBT50354467375_062022,1
MLA1137448263,MLA,MLA-SWEATERS_AND_CARDIGANS,622489-MLA49965137803_052022,?
MLA1118055152,MLA,MLA-T_SHIRTS,908022-MLA48727675912_012022,?
MLA1125311538,MLA,MLA-SWEATERS_AND_CARDIGANS,788582-MLA49226877804_022022,?
MLB2212613794,MLB,MLB-T_SHIRTS,627110-MLB49422321978_032022,0
MLM1449476175,MLM,MLM-BABY_SWIMWEAR,934399-CBT50524691203_062022,1
MLM1400789558,MLM,MLM-LOAFERS_AND_OXFORDS,666742-MLM49569003930_042022,?
MLB2639952719,MLB,MLB-SWEATERS_AND_CARDIGANS,985577-CBT49932885855_052022,1
MLB2165317291,MLB,MLB-SWEATSHIRTS_AND_HOODIES,646744-MLB48732316119_012022,1
MLB2649708731,MLB,MLB-JACKETS_AND_COATS,901035-MLB50019544834_052022,0
MLB2658404631,MLB,MLB-BOOTS_AND_BOOTIES,870653-MLB50109819193_052022,?
MLA1129478236,MLA,MLA-HEELS_AND_WEDGES,735336-MLA49489878888_032022,0
MLB2604182062,MLB,MLB-JACKETS_AND_COATS,763717-CBT49573294711_042022,1
MLB2689932232,MLB,MLB-JACKETS_AND_COATS,854433-CBT50427471272_062022,1
MLM1405092488,MLM,MLM-JACKETS_AND_COATS,745980-MLM49649565380_042022,1
MLB2683711224,MLB,MLB-BLOUSES,875530-MLB50357174166_062022,?
MLB2705073117,MLB,MLB-SNEAKERS,602671-MLB50588751892_072022,0
MLB2215483771,MLB,MLB-SNEAKERS,795754-MLB49447846200_032022,1
MLB2672187012,MLB,MLB-JACKETS_AND_COATS,857622-MLB50241155757_062022,?
MLB2619769249,MLB,MLB-HEELS_AND_WEDGES,977093-MLB49732055884_042022,?
MLM1443287026,MLM,MLM-SWEATSHIRTS_AND_HOODIES,960119-MLM50390855201_062022,1
MLB2135610373,MLB,MLB-LOAFERS_AND_OXFORDS,780564-MLB48778081066_012022,0
MLB2606962775,MLB,MLB-SWEATSHIRTS_AND_HOODIES,689364-MLB47431469998_092021,1
MLB2661146709,MLB,MLB-SPORT_SHORTS,946446-CBT50140070617_052022,1
MLM1434680102,MLM,MLM-T_SHIRTS,800933-CBT50230705002_062022,1
MLM1428443523,MLM,MLM-SNEAKERS,791484-MLM50098712670_052022,0
MLM1397328879,MLM,MLM-SHORTS,795270-MLM49484183902_032022,0
MLA1140844770,MLA,MLA-SPORT_T_SHIRTS,875890-MLA47956188387_102021,0
MLM1367019706,MLM,MLM-AUTOMOTIVE_SKIRTS,772866-MLM48862925825_012022,1
MLB2671821589,MLB,MLB-T_SHIRTS,734128-MLB50237077868_062022,1
MLM1446970733,MLM,MLM-JACKETS_AND_COATS,792205-CBT50469666046_062022,?
MLM1454900746,MLM,MLM-SNEAKERS,688143-MLM50628119219_072022,?
MLB2624483062,MLB,MLB-BLOUSES,949198-CBT49782229717_042022,1
MLA1145483093,MLA,MLA-BOOTS_AND_BOOTIES,886191-MLA50587031897_072022,0
MLA1125002683,MLA,MLA-T_SHIRTS,702856-MLA49208486332_022022,?
MLM1403134887,MLM,MLM-PANTS,753727-MLM49614317580_042022,1
MLB2638468372,MLB,MLB-SNEAKERS,922867-MLB49146165485_022022,0
MLM1444957196,MLM,MLM-T_SHIRTS,716645-CBT50431118402_062022,1
MLA1131447684,MLA,MLA-SHORTS,753392-MLA49622570875_042022,0
MLM1453576725,MLM,MLM-BOOTS_AND_BOOTIES,950920-MLA50602630401_072022,0
MLA1139199484,MLA,MLA-T_SHIRTS,805856-MLA48845459307_012022,0
MLA1139419096,MLA,MLA-SHIRTS,936678-MLA50126027846_052022,0
MLA1138678226,MLA,MLA-BOOTS_AND_BOOTIES,700002-MLA50047123827_052022,0
MLA1137446351,MLA,MLA-SNEAKERS,941693-MLA49964152610_052022,0
MLB2682087985,MLB,MLB-BLOUSES,728255-MLB50341225453_062022,0
MLA1140395511,MLA,MLA-JACKETS_AND_COATS,842294-MLA50171863918_062022,0
MLB2681670263,MLB,MLB-JACKETS_AND_COATS,733638-CBT50341081489_062022,1
MLA1121427889,MLA,MLA-JACKETS_AND_COATS,898693-MLA48982185219_012022,0
MLA1138746537,MLA,MLA-JACKETS_AND_COATS,678817-MLA50057924411_052022,0
MLA1130922179,MLA,MLA-SNEAKERS,998890-MLA49588075656_042022,?
MLM1381783647,MLM,MLM-LOAFERS_AND_OXFORDS,916953-MLM49166038925_022022,1
MLM1403280267,MLM,MLM-PANTS,772964-MLM49666494719_042022,?
MLM1456345484,MLM,MLM-SNEAKERS,845916-MLM50670524969_072022,0
MLM1430531470,MLM,MLM-SHORTS,956873-CBT50139837551_052022,1
MLB2135872496,MLB,MLB-SNEAKERS,952641-MLB48780153320_012022,1
MLB2611846879,MLB,MLB-UNDERPANTS,838330-CBT49652509588_042022,1
MLA1125350497,MLA,MLA-LOAFERS_AND_OXFORDS,751294-MLA49232139426_022022,0
MLA1139353362,MLA,MLA-JACKETS_AND_COATS,631332-MLA50123556113_052022,0
MLA1145261215,MLA,MLA-JACKETS_AND_COATS,884167-MLA50572259539_072022,0
MLA1137442377,MLA,MLA-PANTS,968478-MLA49965690678_052022,0
MLA1144252460,MLA,MLA-JACKETS_AND_COATS,997366-MLA50463631050_062022,1
MLB2133438169,MLB,MLB-T_SHIRTS,992715-MLB48760300725_012022,?
MLB2670829846,MLB,MLB-FOOTBALL_SHOES,676346-CBT50227067968_062022,1
MLA1145106089,MLA,MLA-JACKETS_AND_COATS,825565-MLA50534780750_062022,0
MLA1128408461,MLA,MLA-SNEAKERS,746067-MLA49409966396_032022,?
MLB2646924203,MLB,MLB-BLOUSES,913117-MLB44725799341_012021,1
MLM1455108827,MLM,MLM-SPORT_SHORTS,826982-MLM50631101204_072022,0
MLB2608461100,MLB,MLB-SWEATSHIRTS_AND_HOODIES,997674-MLB49613595922_042022,1
MLM1440944299,MLM,MLM-SWEATSHIRTS_AND_HOODIES,665757-MLM50336312485_062022,0
MLB2180052718,MLB,MLB-SWEATSHIRTS_AND_HOODIES,639432-MLB49130529480_022022,1
MLA1138794667,MLA,MLA-HEELS_AND_WEDGES,866275-MLA50060073081_052022,0
MLB2620782283,MLB,MLB-FOOTBALL_SHOES,917432-MLB49741648196_042022,1
MLM1442065398,MLM,MLM-T_SHIRTS,629485-MLM50357065366_062022,?
MLA1126097520,MLA,MLA-T_SHIRTS,612860-MLA49281955086_032022,?
MLA1134813603,MLA,MLA-SWEATSHIRTS_AND_HOODIES,870271-MLA49808286601_042022,0
MLA1138223286,MLA,MLA-SWEATSHIRTS_AND_HOODIES,708873-MLA50018774889_052022,0
MLA1145302607,MLA,MLA-JACKETS_AND_COATS,888575-MLA50575010077_072022,1
MLA1129534793,MLA,MLA-SWEATSHIRTS_AND_HOODIES,836864-MLA49491666865_032022,1
MLB2679271128,MLB,MLB-BLOUSES,958884-CBT50313633661_062022,1
MLM1445136877,MLM,MLM-SNEAKERS,987439-MLM50433968843_062022,0
MLB2197220101,MLB,MLB-SWIMWEAR,929312-CBT49290355501_032022,1
MLM1405553610,MLM,MLM-SWEATSHIRTS_AND_HOODIES,784620-MLM49658191217_042022,0
MLB2677852246,MLB,MLB-T_SHIRTS,779895-MLB50297244010_062022,1
MLB2609470072,MLB,MLB-SNEAKERS,656830-MLB50636632195_072022,1
MLB2683835393,MLB,MLB-SWEATSHIRTS_AND_HOODIES,678194-MLB50358944682_062022,1
MLM1413945631,MLM,MLM-JACKETS_AND_COATS,807987-CBT49803763173_042022,1
MLA1124326995,MLA,MLA-SNEAKERS,630346-MLA49162030825_022022,0
MLA1130962336,MLA,MLA-SWEATERS_AND_CARDIGANS,904544-MLA49582473544_042022,0
MLB2188669260,MLB,MLB-T_SHIRTS,870295-MLB49029598865_022022,1
MLB2694233764,MLB,MLB-BLOUSES,676584-CBT50476865848_062022,1
MLA1139066545,MLA,MLA-SHIRTS,624314-MLA49490597422_032022,0
MLB2695232869,MLB,MLB-PANTS,755028-MLB49105655466_022022,1
MLA1143689313,MLA,MLA-JACKETS_AND_COATS,652771-MLA50410553479_062022,0
MLM1426470145,MLM,MLM-PANTS,668683-CBT50039023180_052022,1
MLA1140660944,MLA,MLA-SNEAKERS,636295-MLA50184180038_062022,0
MLM1450323924,MLM,MLM-SNEAKERS,695227-CBT50537261404_072022,1
MLA1126225940,MLA,MLA-SPORT_T_SHIRTS,861062-MLA49287609557_032022,1
MLB2632908805,MLB,MLB-JACKETS_AND_COATS,954746-MLB49863863213_052022,0
MLA1139378772,MLA,MLA-PANTS,723258-MLA50125557467_052022,0
MLB2701313396,MLB,MLB-T_SHIRTS,748613-MLB50540921446_072022,1
MLA1142826265,MLA,MLA-JACKETS_AND_COATS,930805-MLA50329343897_062022,0
MLA1142701969,MLA,MLA-SNEAKERS,603076-MLA50316466490_062022,0
MLB2199211991,MLB,MLB-BLOUSES,995635-MLB49311376821_032022,0
MLB2638658961,MLB,MLB-JACKETS_AND_COATS,894093-CBT49920270726_052022,1
MLB2222234757,MLB,MLB-SNEAKERS,985956-MLB49520444668_032022,?
MLA1129073984,MLA,MLA-SNEAKERS,856433-MLA49459910442_032022,?
MLA1140311875,MLA,MLA-T_SHIRTS,884422-MLA50165182751_062022,?
MLM1445310709,MLM,MLM-SNEAKERS,750548-MLM50482770235_062022,0
MLM1439666735,MLM,MLM-PANTS,645828-CBT50316355546_062022,?
MLA1142361631,MLA,MLA-BOOTS_AND_BOOTIES,977776-MLA50296202190_062022,?
MLA1126882565,MLA,MLA-T_SHIRTS,837137-MLA49317903470_032022,?
MLM1448422466,MLM,MLM-FOOTBALL_SHOES,814432-MLM50497203720_062022,0
MLB2664850483,MLB,MLB-T_SHIRTS,898478-MLB50175294601_062022,1
MLA1118942511,MLA,MLA-T_SHIRTS,901616-MLA48792772406_012022,0
MLM1398421015,MLM,MLM-T_SHIRTS,822207-MLM49511825301_032022,0
MLB2707896303,MLB,MLB-PANTS,827760-MLB50613103567_072022,0
MLB2163787967,MLB,MLB-UNDERPANTS,668141-MLB49002087862_022022,1
MLA1135547605,MLA,MLA-T_SHIRTS,709291-MLA49855730902_052022,1
MLB2696034225,MLB,MLB-JACKETS_AND_COATS,903362-CBT50455985455_062022,1
MLM1440442569,MLM,MLM-HEELS_AND_WEDGES,872803-CBT50328434839_062022,0
MLM1449780558,MLM,MLM-JACKETS_AND_COATS,670608-CBT50525623105_062022,1
MLB2702204514,MLB,MLB-HEELS_AND_WEDGES,843319-MLB50551016930_072022,?
MLM1437112480,MLM,MLM-PANTS,882336-MLM50266818972_062022,0
MLB2703591778,MLB,MLB-JACKETS_AND_COATS,877311-MLB50573093579_072022,0
MLB2628456140,MLB,MLB-BLOUSES,772409-MLB50298447583_062022,1
MLB2642056366,MLB,MLB-SNEAKERS,661461-MLB48535993677_122021,0
MLB2677815442,MLB,MLB-SHORTS,664356-MLB50296111259_062022,1
MLM1445841643,MLM,MLM-BLOUSES,903131-CBT50446144686_062022,1
MLB2208268152,MLB,MLB-SWIMWEAR,884063-MLB49598087716_042022,0
MLA1137878800,MLA,MLA-JACKETS_AND_COATS,943599-MLA49992099023_052022,0
MLA1137014429,MLA,MLA-SPORT_SWIMWEAR,787181-MLA49935183874_052022,1
MLA1138100965,MLA,MLA-LOAFERS_AND_OXFORDS,847566-MLA50011852730_052022,0
MLM1395484619,MLM,MLM-LOAFERS_AND_OXFORDS,915657-MLM49438138745_032022,1
MLA1140978001,MLA,MLA-JACKETS_AND_COATS,715524-MLA50208227761_062022,0
MLM1444955644,MLM,MLM-SHORTS,735687-CBT50429367319_062022,1
MLB2628571314,MLB,MLB-SWEATERS_AND_CARDIGANS,839513-MLB49819390702_042022,0
MLB2179027825,MLB,MLB-BOOTS_AND_BOOTIES,973002-MLB49121164040_022022,0
MLB2207228778,MLB,MLB-BOOTS_AND_BOOTIES,928454-MLB49719625633_042022,?
MLA1140854253,MLA,MLA-PANTS,997094-MLA50201223528_062022,0
MLA1138932190,MLA,MLA-T_SHIRTS,679888-MLA49462121384_032022,0
MLM1429557834,MLM,MLM-SNEAKERS,976063-MLM50126011300_052022,0
MLA1118715398,MLA,MLA-T_SHIRTS,963632-MLA48776623838_012022,?
MLM1376487886,MLM,MLM-SNEAKERS,797444-MLM49067820105_022022,1
MLB2689915189,MLB,MLB-PANTS,628660-CBT50384119648_062022,1
MLB2146684203,MLB,MLB-PANTS,989510-MLB48811921981_012022,1
MLB2613117103,MLB,MLB-T_SHIRTS,888676-MLB49664644476_042022,1
MLB2203204846,MLB,MLB-SNEAKERS,890473-MLB49343495178_032022,0
MLA1138206266,MLA,MLA-JACKETS_AND_COATS,735899-MLA50018465717_052022,0
MLM1451039112,MLM,MLM-JACKETS_AND_COATS,657451-CBT50547668676_072022,1
MLA1140320719,MLA,MLA-JACKETS_AND_COATS,820309-MLA44352408997_122020,0
MLB2151928582,MLB,MLB-T_SHIRTS,772503-MLB48910285628_012022,1
MLA1144152636,MLA,MLA-SNEAKERS,767523-MLA50451068347_062022,0
MLB2688732605,MLB,MLB-SNEAKERS,897338-MLB40895944400_022020,?
MLA1141395971,MLA,MLA-SNEAKERS,778667-MLA50227939945_062022,0
MLM1365325292,MLM,MLM-SWEATSHIRTS_AND_HOODIES,982739-MLM48822244400_012022,1
MLB2668078001,MLB,MLB-BLOUSES,902997-CBT50206567969_062022,1
MLB2703518404,MLB,MLB-SNEAKERS,961556-MLB46480117624_062021,0
MLB2622676007,MLB,MLB-SHORTS,703208-MLB49762402735_042022,1
MLA1134329050,MLA,MLA-BOOTS_AND_BOOTIES,722306-MLA49794532574_042022,0
MLB2189473988,MLB,MLB-AUTOMOTIVE_SKIRTS,916809-MLB49213631711_022022,?
MLM1446165845,MLM,MLM-SNEAKERS,671475-MLM50451063718_062022,0
MLB2184230759,MLB,MLB-BOOTS_AND_BOOTIES,716712-MLB42328524585_062020,?
MLA1139675275,MLA,MLA-SHIRTS,783464-MLA49345977189_032022,0
MLA1145180107,MLA,MLA-JACKETS_AND_COATS,931554-MLA50546977231_072022,0
MLA1123452261,MLA,MLA-JACKETS_AND_COATS,704582-MLA49102115628_022022,0
MLB2706825311,MLB,MLB-UNDERPANTS,778642-CBT50589339734_072022,1
MLM1439717328,MLM,MLM-JACKETS_AND_COATS,902776-CBT50272732138_062022,1
MLB2673524819,MLB,MLB-JACKETS_AND_COATS,786230-MLB50255312753_062022,1
MLB2677976909,MLB,MLB-SNEAKERS,812093-CBT50298002197_062022,1
MLM1449131015,MLM,MLM-SNEAKERS,885681-MLM50514063441_062022,0
MLM1440666283,MLM,MLM-BOOTS_AND_BOOTIES,639257-CBT50336647048_062022,1
MLA1140125168,MLA,MLA-JACKETS_AND_COATS,943968-MLA49532521746_032022,0
MLB2644805918,MLB,MLB-LOAFERS_AND_OXFORDS,756943-MLB49977180474_052022,?
MLB2708295881,MLB,MLB-T_SHIRTS,666093-MLB50616467488_072022,1
MLA1146334803,MLA,MLA-JACKETS_AND_COATS,688460-MLA49900265026_052022,0
MLM1398387040,MLM,MLM-SNEAKERS,606943-MLM49507078742_032022,?
MLA1143891539,MLA,MLA-T_SHIRTS,925982-MLA50431988403_062022,0
MLB2704990609,MLB,MLB-JACKETS_AND_COATS,974217-CBT50588262122_072022,1
MLM1363611014,MLM,MLM-LOAFERS_AND_OXFORDS,879611-MLM48747553439_012022,0
MLA1145698291,MLA,MLA-BOOTS_AND_BOOTIES,860680-MLA50607746860_072022,0
MLB2708386196,MLB,MLB-T_SHIRTS,758835-MLB50617506296_072022,1
MLB2637397447,MLB,MLB-BLOUSES,823465-CBT49907580237_052022,1
MLA1145247462,MLA,MLA-HEELS_AND_WEDGES,992644-MLA50569170039_072022,?
MLM1455859111,MLM,MLM-T_SHIRTS,605940-MLM50659577803_072022,1
MLM1425895151,MLM,MLM-SHIRTS,888485-MLM50027499055_052022,0
MLA1126594058,MLA,MLA-T_SHIRTS,960590-MLA49302353146_032022,?
MLB2680089084,MLB,MLB-SWEATSHIRTS_AND_HOODIES,960657-MLB50318151420_062022,1
MLA1134212299,MLA,MLA-PANTS,927744-MLA49785827722_042022,0
MLB2647522433,MLB,MLB-T_SHIRTS,784498-MLB50000886576_052022,1
MLA1138304960,MLA,MLA-SNEAKERS,835304-MLA50031716926_052022,0
MLB2212928495,MLB,MLB-T_SHIRTS,916612-MLB45483226967_042021,1
MLA1143095515,MLA,MLA-JACKETS_AND_COATS,816323-MLA50346893786_062022,0
MLM1407710508,MLM,MLM-LOAFERS_AND_OXFORDS,729680-MLM49695704522_042022,?
MLM1376678349,MLM,MLM-SNEAKERS,864845-MLM49074780814_022022,1
MLB2638089891,MLB,MLB-BLOUSES,827814-MLB49912737900_052022,0
MLB2666685310,MLB,MLB-SNEAKERS,860196-MLB47892199985_102021,0
MLB2692848691,MLB,MLB-SNEAKERS,806742-MLB50457155080_062022,1
MLA1142886994,MLA,MLA-PANTS,660149-MLA48194335327_112021,0
MLB2606236724,MLB,MLB-PET_JACKETS_AND_COATS,774812-MLB49591347027_042022,1
MLM1409737454,MLM,MLM-SWEATSHIRTS_AND_HOODIES,949319-MLM49732034651_042022,1
MLB2637533555,MLB,MLB-PANTS,850744-CBT49908699522_052022,1
MLA1145684146,MLA,MLA-T_SHIRTS,762186-MLA50611292294_072022,0
MLM1441319734,MLM,MLM-BLOUSES,827091-CBT50325921813_062022,1
MLM1368622973,MLM,MLM-PANTS,657658-MLM48909471226_012022,0
MLB2684270474,MLB,MLB-T_SHIRTS,965461-MLB50364882679_062022,1
MLA1142168682,MLA,MLA-SWEATSHIRTS_AND_HOODIES,660216-MLA50277205960_062022,0
MLB2636664051,MLB,MLB-JACKETS_AND_COATS,604514-MLB50304366890_062022,1
MLA1130845324,MLA,MLA-HEELS_AND_WEDGES,700182-MLA47288037240_082021,0
MLA1134103626,MLA,MLA-SWEATSHIRTS_AND_HOODIES,848969-MLA49782973952_042022,?
MLM1424101167,MLM,MLM-LOAFERS_AND_OXFORDS,938589-MLM49996871819_052022,1
MLA1146220419,MLA,MLA-JACKETS_AND_COATS,641721-MLA30200385269_052019,0
MLA1126521874,MLA,MLA-T_SHIRTS,895711-MLA49302057304_032022,?
MLA1134798488,MLA,MLA-T_SHIRTS,900669-MLA49807100966_042022,?
MLB2191161196,MLB,MLB-T_SHIRTS,659927-MLB49230797885_022022,1
MLA1139413433,MLA,MLA-JACKETS_AND_COATS,616907-MLA49287884332_032022,0
MLM1440853843,MLM,MLM-BLOUSES,731902-MLM50332250565_062022,0
MLM1389799786,MLM,MLM-SNEAKERS,691868-MLM49327520657_032022,?
MLA1141252797,MLA,MLA-PANTS,808665-MLA50221158000_062022,0
MLA1140805731,MLA,MLA-SHIRTS,898511-MLA50196952341_062022,0
MLB2640019746,MLB,MLB-JACKETS_AND_COATS,723176-CBT49932139208_052022,1
MLA1144330521,MLA,MLA-SWEATERS_AND_CARDIGANS,639170-MLA50472839222_062022,0
MLA1136233571,MLA,MLA-T_SHIRTS,780981-MLA49883383465_052022,1
MLB2606273366,MLB,MLB-BOOTS_AND_BOOTIES,685949-MLB49591950295_042022,?
MLA1138714093,MLA,MLA-JACKETS_AND_COATS,668271-MLA50056905388_052022,?
MLB2712643301,MLB,MLB-BOOTS_AND_BOOTIES,704458-MLB31904243642_082019,1
MLM1385786721,MLM,MLM-HEELS_AND_WEDGES,608177-MLM49245229209_032022,1
MLA1139478180,MLA,MLA-JACKETS_AND_COATS,824309-MLA50368026494_062022,0
MLB2222868924,MLB,MLB-T_SHIRTS,624149-MLB49849328190_052022,?
MLM1375809307,MLM,MLM-LOAFERS_AND_OXFORDS,924868-MLM49056825138_022022,1
MLA1136589228,MLA,MLA-JACKETS_AND_COATS,937374-MLA49910943920_052022,0
MLA1137966623,MLA,MLA-SNEAKERS,707628-MLA49410410379_032022,0
MLM1393953189,MLM,MLM-SWIMWEAR,605192-CBT49406319277_032022,1
MLM1446226732,MLM,MLM-SWEATERS_AND_CARDIGANS,814590-MLM50452416420_062022,0
MLB2636903743,MLB,MLB-SWEATSHIRTS_AND_HOODIES,738324-MLB49902554052_052022,?
MLB2140951858,MLB,MLB-SWEATSHIRTS_AND_HOODIES,740190-MLB31120414096_062019,1
MLM1437857639,MLM,MLM-SWEATSHIRTS_AND_HOODIES,771909-CBT50282396082_062022,0
MLM1452646654,MLM,MLM-MOTORCYCLE_PANTS,938993-MLM50589582557_072022,0
MLA1138852305,MLA,MLA-JACKETS_AND_COATS,996201-MLA50079425849_052022,?
MLA1142603992,MLA,MLA-SWEATERS_AND_CARDIGANS,870245-MLA50309873417_062022,0
MLB2630774630,MLB,MLB-T_SHIRTS,801622-MLB49841716385_052022,1
MLM1448218752,MLM,MLM-T_SHIRTS,830967-CBT50492382379_062022,1
MLM1452415380,MLM,MLM-SNEAKERS,930658-MLM49719047819_042022,?
MLM1392756541,MLM,MLM-LOAFERS_AND_OXFORDS,945334-MLM49381759212_032022,?
MLM1449264422,MLM,MLM-SNEAKERS,614220-MLM50519843412_062022,?
MLA1142231655,MLA,MLA-PANTS,768006-MLA50285662529_062022,0
MLB2190374436,MLB,MLB-BOOTS_AND_BOOTIES,775642-MLB49221838025_022022,?
MLM1409992464,MLM,MLM-BLOUSES,791478-CBT49734138792_042022,0
MLA1137415739,MLA,MLA-PANTS,981771-MLA49961084799_052022,0
MLM1442875624,MLM,MLM-JACKETS_AND_COATS,766352-CBT50371563129_062022,1
MLM1378434120,MLM,MLM-SWEATSHIRTS_AND_HOODIES,931571-MLM45395063125_032021,0
MLB2641924993,MLB,MLB-SNEAKERS,646190-MLB49947916137_052022,1
MLM1432170735,MLM,MLM-JACKETS_AND_COATS,912973-MLM48725346896_012022,0
MLB2703519109,MLB,MLB-T_SHIRTS,731179-MLB50572029225_072022,?
MLB2652462005,MLB,MLB-AUTOMOTIVE_SKIRTS,757160-MLB50045283809_052022,?
MLM1403754113,MLM,MLM-JACKETS_AND_COATS,882586-CBT49630804712_042022,1
MLM1376246766,MLM,MLM-JACKETS_AND_COATS,723297-MLM49063521235_022022,0
MLM1448646159,MLM,MLM-JACKETS_AND_COATS,841236-CBT50491625717_062022,1
MLA1138866592,MLA,MLA-SNEAKERS,916345-MLA48370028656_112021,0
MLB2680800336,MLB,MLB-JACKETS_AND_COATS,892826-CBT50327867568_062022,1
MLA1127459480,MLA,MLA-T_SHIRTS,865395-MLA49345833137_032022,?
MLM1435487261,MLM,MLM-PANTS,721329-MLM50237775031_062022,0
MLB2707217067,MLB,MLB-T_SHIRTS,974280-MLB50607259721_072022,1
MLA1132489775,MLA,MLA-JACKETS_AND_COATS,618096-MLA49684867986_042022,0
MLB2172264316,MLB,MLB-T_SHIRTS,621564-MLB49067576458_022022,1
MLB2645407910,MLB,MLB-SHIRTS,939256-CBT49995095004_052022,1
MLA1125285077,MLA,MLA-JACKETS_AND_COATS,620380-MLA49226360840_022022,0
MLB2619829180,MLB,MLB-JACKETS_AND_COATS,979988-CBT49734145710_042022,1
MLB2173424548,MLB,MLB-SPORT_SHORTS,683910-MLB47677173733_092021,1
MLM1366944598,MLM,MLM-SNEAKERS,679410-MLM48860650328_012022,0
MLB2641564133,MLB,MLB-SHORTS,724524-MLB49943754038_052022,0
MLA1146331822,MLA,MLA-SNEAKERS,975477-MLA49855667362_052022,0
MLM1419838661,MLM,MLM-JACKETS_AND_COATS,616139-CBT49890803932_052022,1
MLB2152058914,MLB,MLB-SNEAKERS,774978-MLB48912969347_012022,0
MLM1430064656,MLM,MLM-SHIRTS,820115-CBT50142603923_052022,1
MLB2151566725,MLB,MLB-SNEAKERS,933627-MLB48905432309_012022,0
MLB2696063512,MLB,MLB-JACKETS_AND_COATS,971244-CBT50492413027_062022,1
MLB2684994400,MLB,MLB-SNEAKERS,909012-MLB50374079964_062022,0
MLM1426827305,MLM,MLM-HEELS_AND_WEDGES,636396-MLM48837969094_012022,0
MLB2696144394,MLB,MLB-JACKETS_AND_COATS,941522-CBT50258779396_062022,1
MLM1367995096,MLM,MLM-JACKETS_AND_COATS,836948-MLM40640003177_022020,0
MLB2697158659,MLB,MLB-JACKETS_AND_COATS,982905-MLB50501940625_062022,0
MLM1446918389,MLM,MLM-SWEATSHIRTS_AND_HOODIES,631561-MLM50464812934_062022,1
MLB2651981213,MLB,MLB-PANTS,984253-MLB50041684809_052022,0
MLM1408415708,MLM,MLM-LOAFERS_AND_OXFORDS,703368-MLM49709193759_042022,?
MLA1118438041,MLA,MLA-LEGGINGS,970892-MLA48751280627_012022,0
MLB2216432142,MLB,MLB-SNEAKERS,933761-MLB49456809846_032022,1
MLM1429503462,MLM,MLM-SNEAKERS,724019-MLM50126689478_052022,0
MLB2216507395,MLB,MLB-T_SHIRTS,879013-MLB43979309896_112020,1
MLA1140653587,MLA,MLA-PANTS,849852-MLA49161895341_022022,0
MLB2700935459,MLB,MLB-JACKETS_AND_COATS,755838-CBT50540145128_072022,0
MLM1445781651,MLM,MLM-SHIRTS,690386-MLM50440461663_062022,0
MLB2617983252,MLB,MLB-SHORTS,715590-MLB49713740013_042022,1
